id,5BZCATName,SourceClassification,R.A.(J2000),Dec.(J2000),Redshift
2090,5BZQJ1319+4851,QSORLoudflatradiosp.,199.87625,48.85089,1.17
2091,5BZBJ1319+1405,BLLac,199.88225,14.09253,0.573
2092,5BZBJ1319+2725,BLLac,199.89696,27.41731,
2093,5BZUJ1320+0140,BlazarUncertaintype,200.11163,1.67689,1.235
2094,5BZQJ1321+2216,QSORLoudflatradiosp.,200.29671,22.27003,0.943
2095,5BZQJ1321-2636,QSORLoudflatradiosp.,200.30854,-26.60283,2.027
2096,5BZQJ1321+0023,QSORLoudflatradiosp.,200.41487,0.39933,1.618
2097,5BZQJ1322+2148,QSORLoudflatradiosp.,200.5475,21.80342,1.68
2098,5BZQJ1322-8419,QSORLoudflatradiosp.,200.61558,-84.32614,1.139
2099,5BZGJ1322+1344,BLLac-galaxydominated,200.63121,13.74175,0.377
2100,5BZQJ1322-0937,QSORLoudflatradiosp.,200.65379,-9.62717,1.864
2101,5BZBJ1322+3216,BLLac,200.69754,32.26906,
2102,5BZQJ1322+3912,QSORLoudflatradiosp.,200.73192,39.20222,2.985
2103,5BZGJ1323+0439,BLLac-galaxydominated,200.75421,4.66433,0.224
2104,5BZQJ1323-3407,QSORLoudflatradiosp.,200.82142,-34.12011,1.346
2105,5BZQJ1323-3038,QSORLoudflatradiosp.,200.83125,-30.63517,2.057
2106,5BZBJ1323-3653,BLLac,200.94117,-36.89383,
2107,5BZQJ1323+7942,QSORLoudflatradiosp.,200.96487,79.71439,1.97
2108,5BZBJ1323+1405,BLLac,200.99321,14.09986,
2109,5BZGJ1324+5739,BLLac-galaxydominated,201.00379,57.65456,0.115
2110,5BZQJ1324-3623,QSORLoudflatradiosp.,201.01487,-36.39322,0.739
2111,5BZBJ1324+4048,BLLac,201.05033,40.80328,0.496
2112,5BZQJ1324-1049,QSORLoudflatradiosp.,201.10746,-10.82308,0.872
2113,5BZQJ1324+4743,QSORLoudflatradiosp.,201.12225,47.72239,2.26
2114,5BZQJ1325-0804,QSORLoudflatradiosp.,201.29008,-8.08011,2.354
2115,5BZQJ1325+1123,QSORLoudflatradiosp.,201.30208,11.39156,4.418
2116,5BZUJ1325-4301,BlazarUncertaintype,201.36508,-43.01911,0.002
2117,5BZBJ1325+6621,BLLac,201.3825,66.35086,0.21
2118,5BZBJ1325-3001,BLLacCandidate,201.38692,-30.02864,
2119,5BZBJ1325-0228,BLLac,201.42462,-2.46942,
2120,5BZBJ1325+4115,BLLac,201.49563,41.25014,0.31
2121,5BZBJ1326+2933,BLLac,201.56246,29.55861,0.431
2122,5BZGJ1326+1229,BLLac-galaxydominated,201.57379,12.49967,0.204
2123,5BZBJ1326-5256,BLLac,201.70508,-52.93989,
2124,5BZQJ1326-0500,QSORLoudflatradiosp.,201.72754,-5.01639,1.882
2125,5BZQJ1327+2210,QSORLoudflatradiosp.,201.75358,22.18061,1.398
2126,5BZQJ1327+5008,QSORLoudflatradiosp.,201.85467,50.147,1.026
2127,5BZQJ1327-1336,QSORLoudflatradiosp.,201.92538,-13.60017,1.33
2128,5BZBJ1327+2527,BLLac,201.99563,25.46289,
2129,5BZBJ1327+6458,BLLac,201.99908,64.96983,0.447
2130,5BZBJ1328+1129,BLLac,202.00871,11.48711,
2131,5BZBJ1328+1145,BLLac,202.13983,11.75569,0.49
2132,5BZUJ1329-5608,BlazarUncertaintype,202.25475,-56.13406,
2133,5BZGJ1329-2640,BLLac-galaxydominated,202.33667,-26.67256,0.05
2134,5BZBJ1329+3154,BLLacCandidate,202.47025,31.90308,
2135,5BZQJ1330+5414,QSORLoudflatradiosp.,202.5225,54.24764,0.839
2136,5BZQJ1330-3122,QSORLoudflatradiosp.,202.5795,-31.38308,1.335
2137,5BZBJ1330+4441,BLLac,202.58971,44.68897,
2138,5BZBJ1330+7001,BLLac,202.60754,70.02742,
2139,5BZBJ1330+2415,BLLac,202.6105,24.25597,0.463
2140,5BZBJ1330+5655,BLLac,202.66954,56.92228,
2141,5BZUJ1330+5202,BlazarUncertaintype,202.6775,52.03764,0.688
2142,5BZGJ1331+5655,BLLac-galaxydominated,202.76213,56.92828,0.27
2143,5BZBJ1331-0022,BLLac,202.77379,-0.37253,0.243
2144,5BZQJ1331-2639,QSORLoudflatradiosp.,202.79871,-26.65267,0.883
2145,5BZQJ1331-0341,QSORLoudflatradiosp.,202.8715,-3.68725,1.352
2146,5BZBJ1331+1712,BLLac,202.88938,17.21406,
2147,5BZQJ1332-0509,QSORLoudflatradiosp.,203.01858,-5.16203,2.15
2148,5BZQJ1332-1256,QSORLoudflatradiosp.,203.16354,-12.93758,1.498
2149,5BZQJ1332+4722,QSORLoudflatradiosp.,203.18854,47.37297,0.668
2150,5BZQJ1333+2725,QSORLoudflatradiosp.,203.28121,27.42178,2.126
2151,5BZQJ1333-3324,QSORLoudflatradiosp.,203.28637,-33.41119,2.24
2152,5BZBJ1333-1436,BLLac,203.34983,-14.60603,
2153,5BZBJ1333+6235,BLLac,203.35825,62.59497,
2154,5BZQJ1333+1649,QSORLoudflatradiosp.,203.39908,16.81778,2.084
2155,5BZUJ1333+5057,BlazarUncertaintype,203.47408,50.96,1.362
2156,5BZUJ1334-1150,BlazarUncertaintype,203.51746,-11.83731,1.402
2157,5BZQJ1334+5631,QSORLoudflatradiosp.,203.65621,56.52997,0.343
2158,5BZQJ1335+4542,QSORLoudflatradiosp.,203.8415,45.71061,2.452
2159,5BZBJ1335-2950,BLLac,203.874,-29.84414,0.513
2160,5BZBJ1335-0511,BLLacCandidate,203.98533,-5.19492,
2161,5BZBJ1336+2105,BLLac,204.02329,21.09067,
2162,5BZGJ1336-0829,BLLac-galaxydominated,204.03442,-8.49772,0.023
2163,5BZBJ1336+2319,BLLac,204.05067,23.33278,0.267
2164,5BZQJ1337-1319,QSORLoudflatradiosp.,204.31154,-13.32169,3.475
2165,5BZQJ1337+6532,QSORLoudflatradiosp.,204.31692,65.54619,0.946
2166,5BZBJ1337+0035,BLLac,204.38071,0.59139,0.299
2167,5BZQJ1337-1257,QSORLoudflatradiosp.,204.41575,-12.95686,0.539
2168,5BZQJ1337+5501,QSORLoudflatradiosp.,204.45683,55.01725,1.099
2169,5BZBJ1338+1153,BLLac,204.74608,11.88797,
2170,5BZUJ1339-2401,BlazarUncertaintype,204.75729,-24.02056,0.657
2171,5BZBJ1339+0800,BLLac,204.795,8.00681,
2172,5BZQJ1339-2620,QSORLoudflatradiosp.,204.83287,-26.34181,1.51
2173,5BZQJ1340-0137,QSORLoudflatradiosp.,205.01925,-1.62958,1.62
2174,5BZBJ1340+2743,BLLacCandidate,205.04521,27.72972,0.205
2175,5BZBJ1340+4410,BLLac,205.12417,44.16778,0.546
2176,5BZUJ1340+3600,BlazarUncertaintype,205.15004,36.00744,0.763
2177,5BZBJ1340-0148,BLLac,205.15663,-1.81325,0.513
2178,5BZGJ1341+3959,BLLac-galaxydominated,205.27129,39.99594,0.172
2179,5BZQJ1341+2816,QSORLoudflatradiosp.,205.31367,28.26808,1.275
2180,5BZBJ1341+5514,BLLac,205.40096,55.24389,0.207
2181,5BZGJ1341+3716,BLLac-galaxydominated,205.41112,37.27914,0.175
2182,5BZBJ1341+1905,BLLac,205.43788,19.09353,
2183,5BZQJ1342-2051,QSORLoudflatradiosp.,205.51975,-20.85819,1.582
2184,5BZQJ1342-3240,QSORLoudflatradiosp.,205.52583,-32.67986,0.791
2185,5BZQJ1342+2709,QSORLoudflatradiosp.,205.53492,27.1585,1.185
2186,5BZQJ1342-2900,QSORLoudflatradiosp.,205.56392,-29.01161,1.442
2187,5BZQJ1343+2844,QSORLoudflatradiosp.,205.75075,28.73542,0.905
2188,5BZQJ1343+6602,QSORLoudflatradiosp.,205.9415,66.04047,0.766
2189,5BZQJ1343+5754,QSORLoudflatradiosp.,205.99008,57.91181,0.933
2190,5BZQJ1344+6606,QSORLoudflatradiosp.,206.03617,66.10322,1.351
2191,5BZQJ1344-1723,QSORLoudflatradiosp.,206.06,-17.39456,2.49
2192,5BZUJ1345+4125,BlazarUncertaintype,206.34921,41.42828,0.916
2193,5BZQJ1345+4452,QSORLoudflatradiosp.,206.38821,44.88322,2.534
2194,5BZUJ1345+5332,BlazarUncertaintype,206.439,53.54786,0.135
2195,5BZQJ1345+0706,QSORLoudflatradiosp.,206.45546,7.10864,1.093
2196,5BZGJ1346+2440,BLLac-galaxydominated,206.64163,24.68292,0.167
2197,5BZQJ1346-2839,QSORLoudflatradiosp.,206.67733,-28.65572,1.452
2198,5BZQJ1347+1835,QSORLoudflatradiosp.,206.84787,18.59378,2.177
2199,5BZUJ1347+3012,BlazarUncertaintype,206.90608,30.21453,0.118
2200,5BZQJ1347-3750,QSORLoudflatradiosp.,206.91846,-37.8435,1.3
2201,5BZGJ1348+0756,BLLac-galaxydominated,207.22254,7.94658,0.25
2202,5BZQJ1349-1110,QSORLoudflatradiosp.,207.26329,-11.16689,0.141
2203,5BZBJ1349-1413,BLLac,207.31687,-14.22147,0.253
2204,5BZQJ1349-1132,QSORLoudflatradiosp.,207.381,-11.54828,0.34
2205,5BZQJ1349+5341,QSORLoudflatradiosp.,207.39442,53.68806,0.979
2206,5BZGJ1350+0940,BLLac-galaxydominated,207.59225,9.66964,0.133
2207,5BZGJ1350-1634,BLLac-galaxydominated,207.65058,-16.58042,0.088
2208,5BZQJ1350+3034,QSORLoudflatradiosp.,207.71975,30.58156,0.712
2209,5BZQJ1351+0031,QSORLoudflatradiosp.,207.76858,0.52203,2.084
2210,5BZQJ1351+0830,QSORLoudflatradiosp.,207.8205,8.51108,1.429
2211,5BZBJ1351+1114,BLLac,207.83688,11.24808,
2212,5BZUJ1351-2912,BlazarUncertaintype,207.94517,-29.20492,1.034
2213,5BZBJ1351+5542,BLLac,207.9925,55.70308,
2214,5BZBJ1352-4412,BLLac,208.23554,-44.21122,
2215,5BZUJ1353+0443,BlazarUncertaintype,208.27308,4.72742,0.523
2216,5BZGJ1353+3741,BLLac-galaxydominated,208.30871,37.68722,0.216
2217,5BZBJ1353+1435,BLLac,208.34517,14.59425,
2218,5BZQJ1353+7532,QSORLoudflatradiosp.,208.3465,75.54936,1.619
2219,5BZBJ1353+5600,BLLac,208.36687,56.01583,0.404
2220,5BZQJ1353+4310,QSORLoudflatradiosp.,208.42383,43.18125,1.114
2221,5BZQJ1353+0151,QSORLoudflatradiosp.,208.46492,1.86497,1.608
2222,5BZQJ1354-0206,QSORLoudflatradiosp.,208.52875,-2.10089,3.716
2223,5BZBJ1354+3706,BLLac,208.61125,37.11517,
2224,5BZBJ1354+0622,BLLac,208.68421,6.38003,0.276
2225,5BZQJ1354-1041,QSORLoudflatradiosp.,208.69383,-10.68408,0.332
2226,5BZGJ1356-3421,BLLac-galaxydominated,209.02246,-34.35303,0.223
2227,5BZQJ1356+4136,QSORLoudflatradiosp.,209.03071,41.60428,0.697
2228,5BZQJ1356-1101,QSORLoudflatradiosp.,209.19513,-11.02478,3.006
2229,5BZQJ1357+1919,QSORLoudflatradiosp.,209.2685,19.31872,0.72
2230,5BZQJ1357-1744,QSORLoudflatradiosp.,209.27529,-17.73386,3.147
2231,5BZQJ1357-1527,QSORLoudflatradiosp.,209.29683,-15.458,1.89
2232,5BZBJ1357-0146,BLLac,209.304,-1.76683,0.547
2233,5BZBJ1357+0128,BLLac,209.41125,1.47047,
2234,5BZQJ1357+7643,QSORLoudflatradiosp.,209.48071,76.72253,1.585
2235,5BZQJ1359+5544,QSORLoudflatradiosp.,209.77392,55.7415,1.014
2236,5BZBJ1359-0200,BLLac,209.8445,-2.00294,
2237,5BZQJ1359+0159,QSORLoudflatradiosp.,209.86312,1.9985,1.33
2238,5BZQJ1359+4011,QSORLoudflatradiosp.,209.90871,40.19397,0.406
2239,5BZBJ1359-3746,BLLac,209.95712,-37.76686,0.334
2240,5BZQJ1359+1436,QSORLoudflatradiosp.,209.99879,14.60925,1.334
2241,5BZQJ1400-1858,QSORLoudflatradiosp.,210.01612,-18.96975,0.114
2242,5BZQJ1400+0425,QSORLoudflatradiosp.,210.20183,4.42525,2.55
2243,5BZQJ1401-0916,QSORLoudflatradiosp.,210.27221,-9.27544,0.667
2244,5BZBJ1401+5209,BLLac,210.33804,52.15803,0.482
2245,5BZQJ1401-3004,QSORLoudflatradiosp.,210.39554,-30.07692,0.689
2246,5BZBJ1401+3611,BLLac,210.41133,36.18942,0.507
2247,5BZQJ1401+5835,QSORLoudflatradiosp.,210.44042,58.59508,1.924
2248,5BZQJ1402-2822,QSORLoudflatradiosp.,210.51,-28.37364,0.803
2249,5BZQJ1402-3334,QSORLoudflatradiosp.,210.6725,-33.56917,2.14
2250,5BZBJ1402+1559,BLLac,210.68546,15.99906,0.244
2251,5BZQJ1404-0013,QSORLoudflatradiosp.,211.0505,-0.22364,1.217
2252,5BZGJ1404+2701,BLLac-galaxydominated,211.15333,27.02808,0.138
2253,5BZQJ1404-0130,QSORLoudflatradiosp.,211.19125,-1.50611,2.518
2254,5BZBJ1404+6554,BLLac,211.20654,65.90878,0.362
2255,5BZBJ1404+0402,BLLac,211.21208,4.03394,0.344
2256,5BZQJ1405+0415,QSORLoudflatradiosp.,211.25467,4.25994,3.208
2257,5BZQJ1405-1440,QSORLoudflatradiosp.,211.38696,-14.67175,1.096
2258,5BZQJ1406-0848,QSORLoudflatradiosp.,211.50292,-8.80192,1.763
2259,5BZBJ1406+1236,BLLac,211.62571,12.60567,
2260,5BZBJ1406-3935,BLLac,211.62621,-39.58622,
2261,5BZBJ1406+5308,BLLac,211.67808,53.14275,0.458
2262,5BZQJ1406+3433,QSORLoudflatradiosp.,211.72437,34.56036,2.56
2263,5BZBJ1406+1642,BLLac,211.74662,16.70217,
2264,5BZGJ1407+2827,BLLac-galaxydominated,211.75162,28.45408,0.077
2265,5BZGJ1407-2701,BLLac-galaxydominated,211.874,-27.01786,0.022
2266,5BZQJ1407-3431,QSORLoudflatradiosp.,211.97883,-34.52453,1.122
2267,5BZQJ1408+6854,QSORLoudflatradiosp.,212.07946,68.91411,1.272
2268,5BZQJ1408-2900,QSORLoudflatradiosp.,212.20671,-29.00656,0.575
2269,5BZQJ1408-0752,QSORLoudflatradiosp.,212.23533,-7.87408,1.494
2270,5BZBJ1409+1352,BLLac,212.32917,13.87778,0.573
2271,5BZBJ1409+5939,BLLac,212.34787,59.66128,0.496
2272,5BZQJ1409-2657,QSORLoudflatradiosp.,212.45904,-26.96028,2.43
2273,5BZBJ1410+0515,BLLac,212.51629,5.26603,0.544
2274,5BZBJ1410+0203,BLLac,212.51942,2.05192,
2275,5BZBJ1410+2820,BLLac,212.62317,28.34878,0.521
2276,5BZBJ1410+6100,BLLac,212.6285,61.00356,0.384
2277,5BZQJ1410+0731,QSORLoudflatradiosp.,212.64617,7.52264,0.901
2278,5BZBJ1411+7424,BLLac,212.89442,74.40825,0.46
2279,5BZBJ1411+3404,BLLac,212.91892,34.07342,0.421
2280,5BZQJ1411+4239,QSORLoudflatradiosp.,212.99887,42.664,0.886
2281,5BZQJ1413+4505,QSORLoudflatradiosp.,213.32863,45.08972,3.112
2282,5BZQJ1413+5305,QSORLoudflatradiosp.,213.35113,53.09083,0.456
2283,5BZGJ1413+4339,BLLac-galaxydominated,213.43233,43.66253,0.09
2284,5BZGJ1414+3430,BLLac-galaxydominated,213.53863,34.51603,0.275
2285,5BZQJ1414+3928,QSORLoudflatradiosp.,213.69438,39.47183,0.657
2286,5BZQJ1415+0832,QSORLoudflatradiosp.,213.79133,8.53483,0.327
2287,5BZQJ1415-0955,QSORLoudflatradiosp.,213.83679,-9.93286,2.001
2288,5BZBJ1415+4830,BLLac,213.90333,48.50847,0.496
2289,5BZUJ1415+1320,BlazarUncertaintype,213.99508,13.33992,0.247
2290,5BZBJ1416-2418,BLLac,214.05075,-24.30372,0.136
2291,5BZQJ1416+1242,QSORLoudflatradiosp.,214.11942,12.70378,0.335
2292,5BZQJ1416-2131,QSORLoudflatradiosp.,214.17629,-21.53194,2.3
2293,5BZQJ1417+4607,QSORLoudflatradiosp.,214.284,46.11817,1.554
2294,5BZQJ1417+2644,QSORLoudflatradiosp.,214.37671,26.74917,1.455
2295,5BZQJ1417+3818,QSORLoudflatradiosp.,214.4185,38.30586,0.449
2296,5BZBJ1417+2543,BLLac,214.48617,25.72394,0.237
2297,5BZBJ1418-0233,BLLac,214.60967,-2.55947,
2298,5BZQJ1418-3509,QSORLoudflatradiosp.,214.7455,-35.16181,1.544
2299,5BZBJ1419+7732,BLLac,214.75129,77.54147,
2300,5BZUJ1419-0838,BlazarUncertaintype,214.844,-8.64219,
2301,5BZBJ1419+0445,BLLac,214.86454,4.75383,0.143
2302,5BZBJ1419+5423,BLLac,214.94417,54.38744,0.153
2303,5BZQJ1419+3821,QSORLoudflatradiosp.,214.94421,38.36347,1.831
2304,5BZQJ1419+2706,QSORLoudflatradiosp.,214.99708,27.10711,0.538
2305,5BZBJ1420+0614,BLLac,215.05704,6.24133,
2306,5BZQJ1420+4624,QSORLoudflatradiosp.,215.08617,46.41136,1.245
2307,5BZQJ1420+1703,QSORLoudflatradiosp.,215.08704,17.05811,1.854
2308,5BZQJ1420+1205,QSORLoudflatradiosp.,215.20004,12.09603,4.026
2309,5BZQJ1421+3855,QSORLoudflatradiosp.,215.27513,38.923,0.489
2310,5BZQJ1421-0643,QSORLoudflatradiosp.,215.28233,-6.73233,3.689
2311,5BZQJ1421+4645,QSORLoudflatradiosp.,215.34612,46.76333,1.668
2312,5BZQJ1422+3223,QSORLoudflatradiosp.,215.62658,32.38622,0.682
2313,5BZBJ1422+5801,BLLac,215.66204,58.03208,0.635
2314,5BZBJ1423+3737,BLLac,215.76921,37.62514,
2315,5BZQJ1423+4802,QSORLoudflatradiosp.,215.77567,48.03633,2.22
2316,5BZQJ1423+5055,QSORLoudflatradiosp.,215.80912,50.92703,0.275
2317,5BZBJ1423+1412,BLLac,215.87779,14.21328,0.769
2318,5BZQJ1423-2218,QSORLoudflatradiosp.,215.92004,-22.30486,1.204
2319,5BZQJ1423-7829,QSORLoudflatradiosp.,215.93146,-78.49303,0.789
2320,5BZBJ1424+0434,BLLac,216.03958,4.58114,0.666
2321,5BZGJ1424+3705,BLLac-galaxydominated,216.08817,37.09797,0.29
2322,5BZBJ1424+3433,BLLac,216.09542,34.56578,0.576
2323,5BZBJ1424+1449,BLLac,216.15121,14.81958,
2324,5BZQJ1424+2256,QSORLoudflatradiosp.,216.15879,22.93361,3.62
2325,5BZBJ1424+3615,BLLac,216.23125,36.26,
2326,5BZQJ1425-4604,QSORLoudflatradiosp.,216.29575,-46.08164,2.032
2327,5BZQJ1425-2513,QSORLoudflatradiosp.,216.346,-25.21861,1.884
2328,5BZBJ1425-0118,BLLac,216.35904,-1.30717,
2329,5BZQJ1425+1424,QSORLoudflatradiosp.,216.45425,14.41581,0.78
2330,5BZBJ1426+3404,BLLac,216.53217,34.07397,
2331,5BZQJ1426+3625,QSORLoudflatradiosp.,216.65454,36.41933,1.091
2332,5BZBJ1426+2415,BLLac,216.68967,24.25639,
2333,5BZBJ1427+2348,BLLac,216.75162,23.8,
2334,5BZGJ1427+5409,BLLac-galaxydominated,216.87613,54.15658,0.106
2335,5BZBJ1427-3305,BLLac,216.92233,-33.09208,
2336,5BZGJ1427+3908,BLLac-galaxydominated,216.94121,39.14225,0.165
2337,5BZQJ1427-4206,QSORLoudflatradiosp.,216.98458,-42.10539,1.522
2338,5BZGJ1428+3912,BLLac-galaxydominated,217.05783,39.20514,0.258
2339,5BZBJ1428+4240,BLLac,217.13608,42.67239,0.129
2340,5BZBJ1429+1204,BLLac,217.26921,12.0695,
2341,5BZQJ1429+3529,QSORLoudflatradiosp.,217.29258,35.49633,2.21
2342,5BZQJ1429+5406,QSORLoudflatradiosp.,217.34117,54.10308,3.013
2343,5BZQJ1430+1043,QSORLoudflatradiosp.,217.54058,10.72414,1.705
2344,5BZQJ1430+4204,QSORLoudflatradiosp.,217.59892,42.07681,4.715
2345,5BZQJ1430+3649,QSORLoudflatradiosp.,217.66908,36.81775,0.566
2346,5BZBJ1431-4501,BLLac,217.75208,-45.01708,
2347,5BZUJ1431-0052,BlazarUncertaintype,217.80475,-0.87731,1.635
2348,5BZQJ1431+3952,QSORLoudflatradiosp.,217.83558,39.87819,1.217
2349,5BZQJ1432-1801,QSORLoudflatradiosp.,218.24037,-18.02644,2.331
2350,5BZQJ1433-1548,QSORLoudflatradiosp.,218.33942,-15.81242,1.573
2351,5BZBJ1433+2441,BLLac,218.365,24.68825,
2352,5BZQJ1434+4203,QSORLoudflatradiosp.,218.52371,42.05444,1.24
2353,5BZQJ1434+1952,QSORLoudflatradiosp.,218.66579,19.86686,1.382
2354,5BZUJ1435+2021,BlazarUncertaintype,218.84133,20.35486,0.748
2355,5BZGJ1435-0055,BLLac-galaxydominated,218.86204,-0.93303,0.285
2356,5BZQJ1435+3012,QSORLoudflatradiosp.,218.8975,30.20681,1.568
2357,5BZGJ1435+5815,BLLac-galaxydominated,218.94125,58.25694,0.299
2358,5BZQJ1435+3353,QSORLoudflatradiosp.,218.94842,33.886,2.11
2359,5BZGJ1436+4129,BLLac-galaxydominated,219.11317,41.49231,0.404
2360,5BZQJ1436+2321,QSORLoudflatradiosp.,219.17075,23.35092,1.546
2361,5BZQJ1436+6336,QSORLoudflatradiosp.,219.19083,63.61053,2.068
2362,5BZBJ1436+5639,BLLac,219.24079,56.65689,0.15
2363,5BZQJ1437+0405,QSORLoudflatradiosp.,219.28412,4.09286,2.025
2364,5BZBJ1437+4717,BLLac,219.31725,47.29064,0.943
2365,5BZQJ1437+3618,QSORLoudflatradiosp.,219.32575,36.31639,1.117
2366,5BZQJ1437+3119,QSORLoudflatradiosp.,219.41462,31.31694,1.357
2367,5BZQJ1437+3519,QSORLoudflatradiosp.,219.48529,35.32697,0.536
2368,5BZBJ1437+3002,BLLac,219.49446,30.03531,
2369,5BZQJ1438-2204,QSORLoudflatradiosp.,219.53946,-22.08186,1.187
2370,5BZQJ1438-3122,QSORLoudflatradiosp.,219.54496,-31.37458,1.287
2371,5BZBJ1438+1204,BLLac,219.60646,12.07194,0.848
2372,5BZBJ1438+2922,BLLac,219.63458,29.36953,
2373,5BZQJ1438+3710,QSORLoudflatradiosp.,219.72338,37.1765,2.401
2374,5BZBJ1439+3932,BLLac,219.82279,39.54522,0.344
2375,5BZQJ1439+3712,QSORLoudflatradiosp.,219.83575,37.20081,1.027
2376,5BZQJ1439+5827,QSORLoudflatradiosp.,219.9285,58.46644,0.425
2377,5BZBJ1439+4603,BLLac,219.94221,46.05306,
2378,5BZBJ1439+4958,BLLac,219.94575,49.96819,
2379,5BZBJ1439-1531,BLLac,219.98696,-15.53072,
2380,5BZUJ1440+3820,BlazarUncertaintype,220.09308,38.33711,1.775
2381,5BZBJ1440+0610,BLLac,220.22054,6.17114,
2382,5BZQJ1441-3303,QSORLoudflatradiosp.,220.33287,-33.05678,1.479
2383,5BZQJ1441-3456,QSORLoudflatradiosp.,220.34987,-34.94611,1.159
2384,5BZQJ1441-1523,QSORLoudflatradiosp.,220.43925,-15.39342,2.638
2385,5BZQJ1442+3234,QSORLoudflatradiosp.,220.50058,32.57231,2.12
2386,5BZBJ1442+4348,BLLac,220.52979,43.81019,
2387,5BZBJ1442+1200,BLLac,220.70117,12.01119,0.163
2388,5BZBJ1443+2515,BLLac,220.89333,25.26617,0.529
2389,5BZQJ1443+2501,QSORLoudflatradiosp.,220.98704,25.02903,0.939
2390,5BZBJ1443-3908,BLLac,220.98829,-39.14436,
2391,5BZQJ1443+6332,QSORLoudflatradiosp.,220.99417,63.54067,1.4
2392,5BZGJ1444+6336,BLLac-galaxydominated,221.14542,63.60167,0.298
2393,5BZBJ1445-0326,BLLac,221.27596,-3.43681,
2394,5BZUJ1445-1614,BlazarUncertaintype,221.28992,-16.23631,0.496
2395,5BZQJ1445+0958,QSORLoudflatradiosp.,221.31862,9.97669,3.52
2396,5BZGJ1445+0039,BLLac-galaxydominated,221.32029,0.65953,0.306
2397,5BZBJ1445-1629,BLLac,221.47242,-16.48378,
2398,5BZBJ1446+4127,BLLac,221.63579,41.45831,0.638
2399,5BZQJ1446+1721,QSORLoudflatradiosp.,221.64729,17.35211,1.024
2400,5BZBJ1448+3608,BLLac,222.00242,36.14214,
2401,5BZQJ1448-1620,QSORLoudflatradiosp.,222.06271,-16.34014,2.417
2402,5BZQJ1448+7601,QSORLoudflatradiosp.,222.11992,76.01989,0.899
2403,5BZUJ1448+0402,BlazarUncertaintype,222.20983,4.03886,0.871
2404,5BZQJ1448-1122,QSORLoudflatradiosp.,222.21317,-11.37103,2.633
2405,5BZUJ1449+4221,BlazarUncertaintype,222.33629,42.35092,0.179
2406,5BZGJ1449+2746,BLLac-galaxydominated,222.38625,27.77267,0.227
2407,5BZQJ1449-2139,QSORLoudflatradiosp.,222.41654,-21.65686,0.938
2408,5BZQJ1450+0016,QSORLoudflatradiosp.,222.51025,0.27486,0.952
2409,5BZQJ1450-3619,QSORLoudflatradiosp.,222.56521,-36.32728,0.901
2410,5BZQJ1450+0910,QSORLoudflatradiosp.,222.62988,9.17444,2.611
2411,5BZBJ1450+5201,BLLac,222.74996,52.01989,
2412,5BZQJ1451-2329,QSORLoudflatradiosp.,222.76046,-23.49197,2.215
2413,5BZGJ1451+5800,BLLac-galaxydominated,222.79871,58.00086,0.405
2414,5BZBJ1451+6354,BLLac,222.8655,63.90536,0.65
2415,5BZQJ1451-0127,QSORLoudflatradiosp.,222.94754,-1.45981,1.326
2416,5BZQJ1453+1036,QSORLoudflatradiosp.,223.25621,10.60478,2.274
2417,5BZQJ1453+3505,QSORLoudflatradiosp.,223.32725,35.09428,0.721
2418,5BZQJ1453-2522,QSORLoudflatradiosp.,223.43425,-25.37986,1.202
2419,5BZUJ1453+2648,BlazarUncertaintype,223.47333,26.80928,
2420,5BZBJ1454+5124,BLLac,223.613,51.40936,
2421,5BZQJ1454-3747,QSORLoudflatradiosp.,223.61421,-37.79253,0.314
2422,5BZQJ1454+2955,QSORLoudflatradiosp.,223.63458,29.93278,0.578
2423,5BZUJ1454-4012,BlazarUncertaintype,223.63712,-40.20903,1.81
2424,5BZQJ1454-2505,QSORLoudflatradiosp.,223.69458,-25.08681,1.216
2425,5BZBJ1455+0250,BLLac,223.781,2.84447,
2426,5BZBJ1456+5048,BLLac,224.01517,50.80719,0.479
2427,5BZQJ1457-3539,QSORLoudflatradiosp.,224.36129,-35.65278,1.424
2428,5BZUJ1457+0749,BlazarUncertaintype,224.40888,7.83186,1.838
2429,5BZQJ1457-2819,QSORLoudflatradiosp.,224.43583,-28.3225,1.999
2430,5BZBJ1458+4832,BLLac,224.61396,48.54611,0.541
2431,5BZBJ1458+3720,BLLac,224.68663,37.33933,0.333
2432,5BZUJ1458+0416,BlazarUncertaintype,224.74733,4.2705,0.392
2433,5BZUJ1459+7140,BlazarUncertaintype,224.78158,71.67219,0.91
2434,5BZUJ1459-1810,BlazarUncertaintype,224.86983,-18.17922,0.234
2435,5BZQJ1459+4442,QSORLoudflatradiosp.,224.89788,44.70219,3.401
2436,5BZBJ1459+3141,BLLac,224.95283,31.68681,0.636
2437,5BZQJ1459+3337,QSORLoudflatradiosp.,224.9935,33.61711,0.645
2438,5BZQJ1500+4751,QSORLoudflatradiosp.,225.20271,47.85431,1.059
2439,5BZBJ1501+2238,BLLac,225.25763,22.63508,
2440,5BZBJ1501+5527,BLLac,225.27608,55.46411,
2441,5BZQJ1501-3828,QSORLoudflatradiosp.,225.41871,-38.47169,1.152
2442,5BZGJ1502+2528,BLLac-galaxydominated,225.53692,25.47572,0.178
2443,5BZBJ1502+3350,BLLac,225.64146,33.84881,
2444,5BZBJ1503-1541,BLLac,225.91954,-15.68719,
